transform,total_freq,label_ratio,impact_ratio,fail_num,pass_num,sus_score
"('insert', (), ('ROOT', 'punct'))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('ROOT',), ('advcl',))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('det', 'nsubj', 'ROOT', 'det', 'nummod', 'nsubj', 'ccomp', 'det', 'dobj', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ROOT',), ('amod', 'dep', 'nsubj', 'ROOT', 'advmod', 'advmod', 'attr', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('det', 'ROOT'), ('ROOT', 'prt'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('dep', 'advmod', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('nsubj', 'ROOT'), ('compound', 'ROOT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('compound',), ('compound',))",5,1.0,0.2,0,5,63.39622641509435
"('insert', (), ('dep', 'advmod', 'amod', 'cc', 'conj', 'compound', 'pobj', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('advmod', 'amod'), ('advmod', 'amod'))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('compound', 'ROOT'), ('compound', 'nmod', 'dep', 'compound', 'ROOT', 'det', 'compound', 'appos', 'punct', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('pobj',), ('pobj', 'dep', 'ROOT', 'det', 'dobj', 'prep', 'det', 'compound', 'pobj', 'prep', 'det', 'compound', 'pobj', 'prep', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ccomp',), ('nsubj',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('xcomp',), ('ROOT',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('nsubj',), ('dobj',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ROOT',), ('ccomp',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('pobj', 'advmod', 'conj'), ('pobj', 'cc', 'conj'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('dep', 'ccomp', 'aux', 'xcomp', 'det', 'amod', 'punct', 'aux', 'punct', 'nsubj', 'ccomp', 'det', 'dobj', 'cc', 'prep', 'det', 'pobj', 'cc', 'conj', 'dobj', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('aux',), ('aux',))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('dep', 'ROOT', 'det', 'dobj', 'prep', 'det', 'compound', 'pobj', 'mark', 'det', 'nsubj', 'advcl', 'prep', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('neg',), ('nsubj',))",1,1.0,1.0,0,1,83.86023294509151
